Timestamp, Canal_0
2025-09-01 11:17:11.433, 0.000000
2025-09-01 11:17:11.434, 0.000000
2025-09-01 11:17:11.434, 0.000000
2025-09-01 11:17:11.435, 0.000000
2025-09-01 11:17:11.435, 0.000000
2025-09-01 11:17:11.436, 0.000153
2025-09-01 11:17:11.436, 0.000610
2025-09-01 11:17:11.437, 0.000610
2025-09-01 11:17:11.437, 0.000000
2025-09-01 11:17:11.438, 0.000000
2025-09-01 11:17:11.438, 0.000000
2025-09-01 11:17:11.439, 0.000000
2025-09-01 11:17:11.439, 0.000000
2025-09-01 11:17:11.440, 0.000000
2025-09-01 11:17:11.440, 0.000305
2025-09-01 11:17:11.441, 0.000000
2025-09-01 11:17:11.441, 0.000000
2025-09-01 11:17:11.442, 0.000153
2025-09-01 11:17:11.442, 0.000763
2025-09-01 11:17:11.443, 0.000000
2025-09-01 11:17:11.443, 0.000000
2025-09-01 11:17:11.444, 0.000000
2025-09-01 11:17:11.444, 0.000458
2025-09-01 11:17:11.445, 0.000458
2025-09-01 11:17:11.445, 0.000458
2025-09-01 11:17:11.446, 0.000000
2025-09-01 11:17:11.446, 0.000000
2025-09-01 11:17:11.447, 0.000000
2025-09-01 11:17:11.447, 0.000153
2025-09-01 11:17:11.448, 0.000305
2025-09-01 11:17:11.448, 0.000305
2025-09-01 11:17:11.449, 0.000610
2025-09-01 11:17:11.449, 0.000000
2025-09-01 11:17:11.450, 0.000000
2025-09-01 11:17:11.450, 0.000458
2025-09-01 11:17:11.451, 0.000000
2025-09-01 11:17:11.451, 0.000000
2025-09-01 11:17:11.452, 0.000000
2025-09-01 11:17:11.452, 0.000000
2025-09-01 11:17:11.453, 0.000000
2025-09-01 11:17:11.453, 0.000000
2025-09-01 11:17:11.454, 0.000000
2025-09-01 11:17:11.454, 0.000000
2025-09-01 11:17:11.455, 0.000000
2025-09-01 11:17:11.455, 0.000000
2025-09-01 11:17:11.456, 0.000458
2025-09-01 11:17:11.456, 0.000000
2025-09-01 11:17:11.457, 0.000305
2025-09-01 11:17:11.457, 0.000000
2025-09-01 11:17:11.458, 0.000763
2025-09-01 11:17:11.458, 0.000305
2025-09-01 11:17:11.459, 0.000305
2025-09-01 11:17:11.459, 0.000000
2025-09-01 11:17:11.460, 0.000000
2025-09-01 11:17:11.460, 0.000000
2025-09-01 11:17:11.461, 0.000000
2025-09-01 11:17:11.461, 0.000000
2025-09-01 11:17:11.462, 0.000305
2025-09-01 11:17:11.462, 0.000000
2025-09-01 11:17:11.463, 0.000000
2025-09-01 11:17:11.463, 0.000000
2025-09-01 11:17:11.464, 0.000000
2025-09-01 11:17:11.464, 0.000305
2025-09-01 11:17:11.465, 0.000458
2025-09-01 11:17:11.465, 0.000305
2025-09-01 11:17:11.466, 0.000610
2025-09-01 11:17:11.466, 0.000000
2025-09-01 11:17:11.467, 0.000153
2025-09-01 11:17:11.467, 0.000305
2025-09-01 11:17:11.468, 0.000305
2025-09-01 11:17:11.468, 0.000000
2025-09-01 11:17:11.469, 0.000153
2025-09-01 11:17:11.469, 0.000305
2025-09-01 11:17:11.470, 0.000153
2025-09-01 11:17:11.470, 0.000000
2025-09-01 11:17:11.471, 0.000000
2025-09-01 11:17:11.471, 0.000000
2025-09-01 11:17:11.472, 0.000000
2025-09-01 11:17:11.472, 0.001373
2025-09-01 11:17:11.473, 0.000458
2025-09-01 11:17:11.473, 0.000610
2025-09-01 11:17:11.474, 0.000458
2025-09-01 11:17:11.474, 0.000305
2025-09-01 11:17:11.475, 0.000153
2025-09-01 11:17:11.475, 0.000000
2025-09-01 11:17:11.476, 0.000000
2025-09-01 11:17:11.476, 0.000153
2025-09-01 11:17:11.477, 0.000000
2025-09-01 11:17:11.477, 0.000916
2025-09-01 11:17:11.478, 0.000305
2025-09-01 11:17:11.478, 0.000153
2025-09-01 11:17:11.479, 0.000000
2025-09-01 11:17:11.479, 0.000000
2025-09-01 11:17:11.480, 0.000305
2025-09-01 11:17:11.480, 0.000000
2025-09-01 11:17:11.481, 0.000000
2025-09-01 11:17:11.481, 0.000000
2025-09-01 11:17:11.482, 0.000000
2025-09-01 11:17:11.482, 6.828766
2025-09-01 11:17:11.483, 7.370911
2025-09-01 11:17:11.483, 6.968536
2025-09-01 11:17:11.484, 6.965637
2025-09-01 11:17:11.484, 6.653900
2025-09-01 11:17:11.485, 6.721802
2025-09-01 11:17:11.485, 6.363220
2025-09-01 11:17:11.486, 6.384583
2025-09-01 11:17:11.486, 6.064606
2025-09-01 11:17:11.487, 6.241302
2025-09-01 11:17:11.487, 5.937805
2025-09-01 11:17:11.488, 5.825348
2025-09-01 11:17:11.488, 5.009918
2025-09-01 11:17:11.489, 5.510254
2025-09-01 11:17:11.489, 6.264038
2025-09-01 11:17:11.490, 5.972290
2025-09-01 11:17:11.490, 5.487061
2025-09-01 11:17:11.491, 6.275024
2025-09-01 11:17:11.491, 5.401001
2025-09-01 11:17:11.492, 6.029358
2025-09-01 11:17:11.492, 5.744629
2025-09-01 11:17:11.493, 5.998230
2025-09-01 11:17:11.493, 6.034393
2025-09-01 11:17:11.494, 6.091309
2025-09-01 11:17:11.494, 5.653534
2025-09-01 11:17:11.495, 5.959320
2025-09-01 11:17:11.495, 5.927887
2025-09-01 11:17:11.496, 6.094666
2025-09-01 11:17:11.496, 6.018524
2025-09-01 11:17:11.497, 6.176758
2025-09-01 11:17:11.497, 5.868988
2025-09-01 11:17:11.498, 5.924988
2025-09-01 11:17:11.498, 5.970459
2025-09-01 11:17:11.499, 6.186676
2025-09-01 11:17:11.499, 5.881805
2025-09-01 11:17:11.500, 5.949860
2025-09-01 11:17:11.500, 5.741882
2025-09-01 11:17:11.501, 6.041412
2025-09-01 11:17:11.501, 5.833130
2025-09-01 11:17:11.502, 6.056824
2025-09-01 11:17:11.502, 5.875702
2025-09-01 11:17:11.503, 6.014099
2025-09-01 11:17:11.503, 5.841675
2025-09-01 11:17:11.504, 6.159363
2025-09-01 11:17:11.504, 5.953064
